IDSRCE;IDADM1;IDADM2;NAMADM;NAMGP1;NAMGP2;NAMGP3;IDCLA1;IDCLA2;IDCLA3;IDCLA4;IDCLA5;IDPROJ;SHIFTX;ORIGX;ORIGY;POSX;POSY;HEIGHT;DIAMET;TEMPER;SPEED;IDUNIT_NO2;Q_NO2;IDUNIT_NO;Q_NO;IDUNIT_SO2;Q_SO2;IDUNIT_PM25;Q_PM25
1,99;99;PASCAL LOTA;es_27;-999;-999;-999;-999;-999;-999;-999;93;0.0;0.0;0.0;1045533.1409076374;6297678.170821678;29;1.865;380;1;3;3;0;3;0;3;0;3;0
